"id","name","code","state_id/id","regiune"
"8209","Urmenis","Urmen","l10n_ro.RO_MM","Nord-Vest"
"8210","Baiut","Baiut","l10n_ro.RO_MM","Nord-Vest"
"8211","Poiana Botizii","Poian","l10n_ro.RO_MM","Nord-Vest"
"8212","Strambu-Baiut","Stram","l10n_ro.RO_MM","Nord-Vest"
"8213","Basesti","Bases","l10n_ro.RO_MM","Nord-Vest"
"8214","Saliste","Salis","l10n_ro.RO_MM","Nord-Vest"
"8215","Stremt","Strem","l10n_ro.RO_MM","Nord-Vest"
"8216","Bicaz","Bicaz","l10n_ro.RO_MM","Nord-Vest"
"8217","Ciuta","Ciuta","l10n_ro.RO_MM","Nord-Vest"
"8218","Corni","Corni","l10n_ro.RO_MM","Nord-Vest"
"8219","Bistra","Bistr","l10n_ro.RO_MM","Nord-Vest"
"8220","Crasna Viseului","Crasn","l10n_ro.RO_MM","Nord-Vest"
"8221","Valea Viseului","Valea","l10n_ro.RO_MM","Nord-Vest"
"8222","Barsana","Barsa","l10n_ro.RO_MM","Nord-Vest"
"8223","Nanesti","Nanes","l10n_ro.RO_MM","Nord-Vest"
"8224","Oncesti","Onces","l10n_ro.RO_MM","Nord-Vest"
"8225","Bocicoiu Mare","Bocic","l10n_ro.RO_MM","Nord-Vest"
"8226","Craciunesti","Craci","l10n_ro.RO_MM","Nord-Vest"
"8227","Lunca la Tisa","Lunca","l10n_ro.RO_MM","Nord-Vest"
"8228","Tisa","Tisa","l10n_ro.RO_MM","Nord-Vest"
"8229","Bogdan Voda","Bogda","l10n_ro.RO_MM","Nord-Vest"
"8230","Bocicoel","Bocic","l10n_ro.RO_MM","Nord-Vest"
"8231","Boiu Mare","Boiu ","l10n_ro.RO_MM","Nord-Vest"
"8232","Francenii Boiului","Franc","l10n_ro.RO_MM","Nord-Vest"
"8233","Prislop","Prisl","l10n_ro.RO_MM","Nord-Vest"
"8234","Romanesti","Roman","l10n_ro.RO_MM","Nord-Vest"
"8235","Botiza","Botiz","l10n_ro.RO_MM","Nord-Vest"
"8236","Poienile Izei","Poien","l10n_ro.RO_MM","Nord-Vest"
"8237","Budesti","Budes","l10n_ro.RO_MM","Nord-Vest"
"8238","Sarbi","Sarbi","l10n_ro.RO_MM","Nord-Vest"
"8239","Calinesti","Calin","l10n_ro.RO_MM","Nord-Vest"
"8240","Cornesti","Corne","l10n_ro.RO_MM","Nord-Vest"
"8241","Valeni","Valen","l10n_ro.RO_MM","Nord-Vest"
"8242","Cernesti","Cerne","l10n_ro.RO_MM","Nord-Vest"
"8243","Brebeni","Brebe","l10n_ro.RO_MM","Nord-Vest"
"8244","Ciocotis","Cioco","l10n_ro.RO_MM","Nord-Vest"
"8245","Fanate","Fanat","l10n_ro.RO_MM","Nord-Vest"
"8246","Izvoarele","Izvoa","l10n_ro.RO_MM","Nord-Vest"
"8247","Magureni","Magur","l10n_ro.RO_MM","Nord-Vest"
"8248","Trestia","Trest","l10n_ro.RO_MM","Nord-Vest"
"8249","Cicarlau","Cicar","l10n_ro.RO_MM","Nord-Vest"
"8250","Bargau","Barga","l10n_ro.RO_MM","Nord-Vest"
"8251","Handalu Ilbei","Handa","l10n_ro.RO_MM","Nord-Vest"
"8252","Ilba","Ilba","l10n_ro.RO_MM","Nord-Vest"
"8253","Campulung la Tisa","Campu","l10n_ro.RO_MM","Nord-Vest"
"8254","Copalnic-Manastur","Copal","l10n_ro.RO_MM","Nord-Vest"
"8255","Berinta","Berin","l10n_ro.RO_MM","Nord-Vest"
"8256","Carpinis","Carpi","l10n_ro.RO_MM","Nord-Vest"
"8257","Copalnic","Copal","l10n_ro.RO_MM","Nord-Vest"
"8258","Copalnic-Deal","Copal","l10n_ro.RO_MM","Nord-Vest"
"8259","Curtuiusu Mic","Curtu","l10n_ro.RO_MM","Nord-Vest"
"8260","Fauresti","Faure","l10n_ro.RO_MM","Nord-Vest"
"8261","Laschia","Lasch","l10n_ro.RO_MM","Nord-Vest"
"8262","Preluca Noua","Prelu","l10n_ro.RO_MM","Nord-Vest"
"8263","Preluca Veche","Prelu","l10n_ro.RO_MM","Nord-Vest"
"8264","Rusor","Rusor","l10n_ro.RO_MM","Nord-Vest"
"8265","Vad","Vad","l10n_ro.RO_MM","Nord-Vest"
"8266","Coroieni","Coroi","l10n_ro.RO_MM","Nord-Vest"
"8267","Baba","Baba","l10n_ro.RO_MM","Nord-Vest"
"8268","Dealu Mare","Dealu","l10n_ro.RO_MM","Nord-Vest"
"8269","Draghia","Dragh","l10n_ro.RO_MM","Nord-Vest"
"8270","Valenii Lapusului","Valen","l10n_ro.RO_MM","Nord-Vest"
"8271","Cupseni","Cupse","l10n_ro.RO_MM","Nord-Vest"
"8272","Costeni","Coste","l10n_ro.RO_MM","Nord-Vest"
"8273","Libotin","Libot","l10n_ro.RO_MM","Nord-Vest"
"8274","Ungureni","Ungur","l10n_ro.RO_MM","Nord-Vest"
"8275","Desesti","Deses","l10n_ro.RO_MM","Nord-Vest"
"8276","Harnicesti","Harni","l10n_ro.RO_MM","Nord-Vest"
"8277","Mara","Mara","l10n_ro.RO_MM","Nord-Vest"
"8278","Dragomiresti","Drago","l10n_ro.RO_MM","Nord-Vest"
"8279","Dumbravita","Dumbr","l10n_ro.RO_MM","Nord-Vest"
"8280","Carbunari","Carbu","l10n_ro.RO_MM","Nord-Vest"
"8281","Chechis","Chech","l10n_ro.RO_MM","Nord-Vest"
"8282","Rus","Rus","l10n_ro.RO_MM","Nord-Vest"
"8283","Sindresti","Sindr","l10n_ro.RO_MM","Nord-Vest"
"8284","Unguras","Ungur","l10n_ro.RO_MM","Nord-Vest"
"8285","Farcasa","Farca","l10n_ro.RO_MM","Nord-Vest"
"8286","Buzesti","Buzes","l10n_ro.RO_MM","Nord-Vest"
"8287","Sarbi","Sarbi","l10n_ro.RO_MM","Nord-Vest"
"8288","Tamaia","Tamai","l10n_ro.RO_MM","Nord-Vest"
"8289","Giulesti","Giule","l10n_ro.RO_MM","Nord-Vest"
"8290","Berbesti","Berbe","l10n_ro.RO_MM","Nord-Vest"
"8291","Feresti","Feres","l10n_ro.RO_MM","Nord-Vest"
"8292","Manastirea","Manas","l10n_ro.RO_MM","Nord-Vest"
"8293","Ieud","Ieud","l10n_ro.RO_MM","Nord-Vest"
"8294","Lapus","Lapus","l10n_ro.RO_MM","Nord-Vest"
"8295","Leordina","Leord","l10n_ro.RO_MM","Nord-Vest"
"8296","Miresu Mare","Mires","l10n_ro.RO_MM","Nord-Vest"
"8297","Danestii Chioarului","Danes","l10n_ro.RO_MM","Nord-Vest"
"8298","Iadara","Iadar","l10n_ro.RO_MM","Nord-Vest"
"8299","Lucacesti","Lucac","l10n_ro.RO_MM","Nord-Vest"
"8300","Remeti pe Somes","Remet","l10n_ro.RO_MM","Nord-Vest"
"8301","Stejera","Steje","l10n_ro.RO_MM","Nord-Vest"
"8302","Tulghies","Tulgh","l10n_ro.RO_MM","Nord-Vest"
"8303","Moisei","Moise","l10n_ro.RO_MM","Nord-Vest"
"8304","Oarta de Jos","Oarta","l10n_ro.RO_MM","Nord-Vest"
"8305","Oarta de Sus","Oarta","l10n_ro.RO_MM","Nord-Vest"
"8306","Ortita","Ortit","l10n_ro.RO_MM","Nord-Vest"
"8307","Ocna Sugatag","Ocna ","l10n_ro.RO_MM","Nord-Vest"
"8308","Breb","Breb","l10n_ro.RO_MM","Nord-Vest"
"8309","Hoteni","Hoten","l10n_ro.RO_MM","Nord-Vest"
"8310","Sat-Sugatag","Sat-S","l10n_ro.RO_MM","Nord-Vest"
"8311","Petrova","Petro","l10n_ro.RO_MM","Nord-Vest"
"8312","Poienile de Sub Munte","Poien","l10n_ro.RO_MM","Nord-Vest"
"8313","Remetea Chioarului","Remet","l10n_ro.RO_MM","Nord-Vest"
"8314","Berchez","Berch","l10n_ro.RO_MM","Nord-Vest"
"8315","Berchezoaia","Berch","l10n_ro.RO_MM","Nord-Vest"
"8316","Posta","Posta","l10n_ro.RO_MM","Nord-Vest"
"8317","Remecioara","Remec","l10n_ro.RO_MM","Nord-Vest"
"8318","Remeti","Remet","l10n_ro.RO_MM","Nord-Vest"
"8319","Piatra","Piatr","l10n_ro.RO_MM","Nord-Vest"
"8320","Teceu Mic","Teceu","l10n_ro.RO_MM","Nord-Vest"
"8321","Repedea","Reped","l10n_ro.RO_MM","Nord-Vest"
"8322","Rona de Jos","Rona ","l10n_ro.RO_MM","Nord-Vest"
"8323","Rona de Sus","Rona ","l10n_ro.RO_MM","Nord-Vest"
"8324","Costiui","Costi","l10n_ro.RO_MM","Nord-Vest"
"8325","Rozavlea","Rozav","l10n_ro.RO_MM","Nord-Vest"
"8326","Sieu","Sieu","l10n_ro.RO_MM","Nord-Vest"
"8327","Ruscova","Rusco","l10n_ro.RO_MM","Nord-Vest"
"8328","Satulung","Satul","l10n_ro.RO_MM","Nord-Vest"
"8329","Ariesu de Padure","Aries","l10n_ro.RO_MM","Nord-Vest"
"8330","Fersig","Fersi","l10n_ro.RO_MM","Nord-Vest"
"8331","Finteusu Mic","Finte","l10n_ro.RO_MM","Nord-Vest"
"8332","Hideaga","Hidea","l10n_ro.RO_MM","Nord-Vest"
"8333","Mogosesti","Mogos","l10n_ro.RO_MM","Nord-Vest"
"8334","Pribilesti","Pribi","l10n_ro.RO_MM","Nord-Vest"
"8335","Sacalaseni","Sacal","l10n_ro.RO_MM","Nord-Vest"
"8336","Catalina","Catal","l10n_ro.RO_MM","Nord-Vest"
"8337","Coas","Coas","l10n_ro.RO_MM","Nord-Vest"
"8338","Coltau","Colta","l10n_ro.RO_MM","Nord-Vest"
"8339","Coruia","Corui","l10n_ro.RO_MM","Nord-Vest"
"8340","Culcea","Culce","l10n_ro.RO_MM","Nord-Vest"
"8341","Intrerauri","Intre","l10n_ro.RO_MM","Nord-Vest"
"8342","Sacel","Sacel","l10n_ro.RO_MM","Nord-Vest"
"8343","Salistea de Sus","Salis","l10n_ro.RO_MM","Nord-Vest"
"8344","Salsig","Salsi","l10n_ro.RO_MM","Nord-Vest"
"8345","Gardani","Garda","l10n_ro.RO_MM","Nord-Vest"
"8346","Sapanta","Sapan","l10n_ro.RO_MM","Nord-Vest"
"8347","Seini","Seini","l10n_ro.RO_MM","Nord-Vest"
"8348","Sabisa","Sabis","l10n_ro.RO_MM","Nord-Vest"
"8349","Viile Apei","Viile","l10n_ro.RO_MM","Nord-Vest"
"8350","Stramtura","Stram","l10n_ro.RO_MM","Nord-Vest"
"8351","Glod","Glod","l10n_ro.RO_MM","Nord-Vest"
"8352","Slatioara","Slati","l10n_ro.RO_MM","Nord-Vest"
"8353","Suciu de Sus","Suciu","l10n_ro.RO_MM","Nord-Vest"
"8354","Grosii Tiblesului","Grosi","l10n_ro.RO_MM","Nord-Vest"
"8355","Larga","Larga","l10n_ro.RO_MM","Nord-Vest"
"8356","Suciu de Jos","Suciu","l10n_ro.RO_MM","Nord-Vest"
"8357","Sisesti","Sises","l10n_ro.RO_MM","Nord-Vest"
"8358","Bontaieni","Bonta","l10n_ro.RO_MM","Nord-Vest"
"8359","Cetatele","Cetat","l10n_ro.RO_MM","Nord-Vest"
"8360","Danesti","Danes","l10n_ro.RO_MM","Nord-Vest"
"8361","Negreia","Negre","l10n_ro.RO_MM","Nord-Vest"
"8362","Plopis","Plopi","l10n_ro.RO_MM","Nord-Vest"
"8363","Surdesti","Surde","l10n_ro.RO_MM","Nord-Vest"
"8364","Somcuta Mare","Somcu","l10n_ro.RO_MM","Nord-Vest"
"8365","Buciumi","Buciu","l10n_ro.RO_MM","Nord-Vest"
"8366","Buteasa","Butea","l10n_ro.RO_MM","Nord-Vest"
"8367","Ciolt","Ciolt","l10n_ro.RO_MM","Nord-Vest"
"8368","Codru Butesii","Codru","l10n_ro.RO_MM","Nord-Vest"
"8369","Finteusu Mare","Finte","l10n_ro.RO_MM","Nord-Vest"
"8370","Hovrila","Hovri","l10n_ro.RO_MM","Nord-Vest"
"8371","Valenii Somcutei","Valen","l10n_ro.RO_MM","Nord-Vest"
"8372","Ulmeni","Ulmen","l10n_ro.RO_MM","Nord-Vest"
"8373","Arduzel","Arduz","l10n_ro.RO_MM","Nord-Vest"
"8374","Chelinta","Cheli","l10n_ro.RO_MM","Nord-Vest"
"8375","Manau","Manau","l10n_ro.RO_MM","Nord-Vest"
"8376","Somes-Uileac","Somes","l10n_ro.RO_MM","Nord-Vest"
"8377","Tohat","Tohat","l10n_ro.RO_MM","Nord-Vest"
"8378","Ticau","Ticau","l10n_ro.RO_MM","Nord-Vest"
"8379","Vicea","Vicea","l10n_ro.RO_MM","Nord-Vest"
"8380","Valea Chioarului","Valea","l10n_ro.RO_MM","Nord-Vest"
"8381","Curtuiusu Mare","Curtu","l10n_ro.RO_MM","Nord-Vest"
"8382","Durusa","Durus","l10n_ro.RO_MM","Nord-Vest"
"8383","Fericea","Feric","l10n_ro.RO_MM","Nord-Vest"
"8384","Mesteacan","Meste","l10n_ro.RO_MM","Nord-Vest"
"8385","Varai","Varai","l10n_ro.RO_MM","Nord-Vest"
"8386","Vima Mica","Vima ","l10n_ro.RO_MM","Nord-Vest"
"8387","Aspra","Aspra","l10n_ro.RO_MM","Nord-Vest"
"8388","Dealu Corbului","Dealu","l10n_ro.RO_MM","Nord-Vest"
"8389","Jugastreni","Jugas","l10n_ro.RO_MM","Nord-Vest"
"8390","Peteritea","Peter","l10n_ro.RO_MM","Nord-Vest"
"8391","Salnita","Salni","l10n_ro.RO_MM","Nord-Vest"
"8392","Vima Mare","Vima ","l10n_ro.RO_MM","Nord-Vest"
"8393","Viseu de Jos","Viseu","l10n_ro.RO_MM","Nord-Vest"
"8394","Drobeta-Turnu Severin","Drobe","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8395","Gura Vaii","Gura ","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8396","Dudasu Schelei","Dudas","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8397","Schela Cladovei","Schel","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8398","Simian","Simia","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8399","Cerneti","Cerne","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8400","Dedovita Noua","Dedov","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8401","Dedovita Veche","Dedov","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8402","Dudasu","Dudas","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8403","Erghevita","Erghe","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8404","Poroina","Poroi","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8405","Valea Copcii","Valea","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8406","Baia de Arama","Baia ","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8407","Bratilovu","Brati","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8408","Brebina","Brebi","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8409","Dealu Mare","Dealu","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8410","Marasesti","Maras","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8411","Negoesti","Negoe","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8412","Pistrita","Pistr","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8413","Stanesti","Stane","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8414","Titerlesti","Titer","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8415","Obarsia-Closani","Obars","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8416","Godeanu","Godea","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8417","Orsova","Orsov","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8418","Strehaia","Streh","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8419","Ciochiuta","Cioch","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8420","Comanda","Coman","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8421","Hurducesti","Hurdu","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8422","Lunca Banului","Lunca","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8423","Slatinicu Mare","Slati","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8424","Slatinicu Mic","Slati","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8425","Menti","Menti","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8426","Motruleni","Motru","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8427","Stancesti","Stanc","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8428","Vanju Mare","Vanju","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8429","Bucura","Bucur","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8430","Nicolae Balcescu","Nicol","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8431","Orevita Mare","Orevi","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8432","Traian","Traia","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8433","Bala","Bala","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8434","Bala de Sus","Bala ","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8435","Bratesul","Brate","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8436","Brativoesti","Brati","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8437","Campu Mare","Campu","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8438","Carsu","Carsu","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8439","Comanesti","Coman","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8440","Crainici","Crain","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8441","Dalma","Dalma","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8442","Iupca","Iupca","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8443","Molani","Molan","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8444","Rudina","Rudin","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8445","Runcusoru","Runcu","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8446","Sardanesti","Sarda","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8447","Vidimiresti","Vidim","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8448","Balta","Balta","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8449","Coada Cornetului","Coada","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8450","Costesti","Coste","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8451","Gornovita","Gorno","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8452","Nevatu","Nevat","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8453","Prejna","Prejn","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8454","Sfodea","Sfode","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8455","Balacita","Balac","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8456","Dobra","Dobra","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8457","Gvardinita","Gvard","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8458","Bacles","Bacle","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8459","Adunatii Teiului","Aduna","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8460","Bragleasa","Bragl","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8461","Corzu","Corzu","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8462","Giura","Giura","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8463","Petra","Petra","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8464","Podu Grosului","Podu ","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8465","Selistiuta","Selis","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8466","Smadovita","Smado","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8467","Vladica","Vladi","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8468","Balvanesti","Balva","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8469","Balvanestii de Jos","Balva","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8470","Calinestii de Jos","Calin","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8471","Calinestii de Sus","Calin","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8472","Parlagele","Parla","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8473","Breznita-Motru","Brezn","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8474","Cosovat","Cosov","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8475","Deleni","Delen","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8476","Fauroaia","Fauro","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8477","Plai","Plai","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8478","Talapanu","Talap","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8479","Valea Teiului","Valea","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8480","Breznita-Ocol","Brezn","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8481","Jidostita","Jidos","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8482","Magheru","Maghe","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8483","Susita","Susit","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8484","Brosteni","Brost","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8485","Capatanesti","Capat","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8486","Luncsoara","Luncs","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8487","Lupsa de Jos","Lupsa","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8488","Lupsa de Sus","Lupsa","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8489","Meris","Meris","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8490","Burila Mare","Buril","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8491","Crivina","Crivi","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8492","Izvoru Frumos","Izvor","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8493","Tiganasi","Tigan","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8494","Vrancea","Vranc","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8495","Butoiesti","Butoi","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8496","Arginesti","Argin","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8497","Buicesti","Buice","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8498","Gura Motrului","Gura ","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8499","Jugastru","Jugas","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8500","Pluta","Pluta","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8501","Radutesti","Radut","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8502","Tantaru","Tanta","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8503","Cazanesti","Cazan","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8504","Ercea","Ercea","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8505","Garbovatu de Sus","Garbo","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8506","Govodarva","Govod","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8507","Ilovu","Ilovu","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8508","Jignita","Jigni","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8509","Paltinisu","Palti","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8510","Poiana","Poian","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8511","Rosia","Rosia","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8512","Severinesti","Sever","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8513","Suharu","Suhar","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8514","Valea Cosustei","Valea","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8515","Ciresu","Cires","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8516","Bunoaica","Bunoa","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8517","Jupanesti","Jupan","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8518","Negrusa","Negru","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8519","Corcova","Corco","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8520","Breta","Breta","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8521","Cernaia","Cerna","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8522","Cordun","Cordu","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8523","Croica","Croic","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8524","Garbovatu de Jos","Garbo","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8525","Imoasa","Imoas","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8526","Jirov","Jirov","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8527","Maru Rosu","Maru ","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8528","Parvulesti","Parvu","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8529","Puscasu","Pusca","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8530","Stejaru","Steja","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8531","Vladasesti","Vlada","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8532","Corlatel","Corla","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8533","Valea Anilor","Valea","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8534","Cujmir","Cujmi","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8535","Aurora","Auror","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8536","Cujmiru Mic","Cujmi","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8537","Devesel","Deves","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8538","Batoti","Batot","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8539","Bistretu","Bistr","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8540","Dunarea Mica","Dunar","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8541","Scapau","Scapa","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8542","Tismana","Tisma","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8543","Darvari","Darva","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8544","Gemeni","Gemen","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8545","Dumbrava de Jos","Dumbr","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8546","Albulesti","Albul","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8547","Dumbrava de Mijloc","Dumbr","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8548","Dumbrava de Sus","Dumbr","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8549","Golineasa","Golin","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8550","Higiu","Higiu","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8551","Rocsoreni","Rocso","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8552","Valea Marcului","Valea","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8553","Varodia","Varod","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8554","Floresti","Flore","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8555","Copacioasa","Copac","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8556","Gardoaia","Gardo","l10n_ro.RO_MH","Sud-Vest - Oltenia"
"8557","Livezi","Livez","l10n_ro.RO_MH","Sud-Vest - Oltenia"
